host,model,i,action,outcome,code,state_write,admission_ms,decision_ms,encode_ms,commit_ms,projection_ms,e2e_ms,bytes_written,host_encode_ms
node-local,stress,2329,take,rejected,not_present,0,0.0586,0.0383,0.0026,0.4739,0.0038,0.5772,164,10.5107
node-local,stress,2330,look,accepted,observed,0,0.0678,0.0446,0.0025,0.4601,0.0037,0.5788,161,10.1221
node-local,stress,2331,take,rejected,not_present,0,0.0661,0.0404,0.0027,0.5143,0.0037,0.6272,164,10.5019
node-local,stress,2332,look,accepted,observed,0,0.0582,0.0372,0.0027,0.5650,0.0059,0.6689,161,10.3112
node-local,stress,2333,move,rejected,exit_unavailable,0,0.0899,0.0623,0.0036,0.7118,0.0106,0.8783,169,10.2755
node-local,stress,2334,look,accepted,observed,0,0.0844,0.0438,0.0030,0.5687,0.0051,0.7050,161,10.6752
node-local,stress,2335,wait,rejected,invalid_time,0,0.0681,0.0437,0.0027,0.5078,0.0055,0.6278,165,10.2286
node-local,stress,2336,move,accepted,moved,1,0.0689,0.0591,0.0044,0.4955,0.0048,0.6327,189,10.1837
node-local,stress,2337,take,rejected,not_present,0,0.0594,0.0415,0.0031,0.5848,0.0052,0.6940,164,10.5003
node-local,stress,2338,wait,rejected,invalid_time,0,0.0665,0.0439,0.0028,0.5360,0.0052,0.6545,165,10.1544
node-local,stress,2339,talk,rejected,not_eligible,0,0.0700,0.0440,0.0027,0.5248,0.0053,0.6467,165,10.4888
node-local,stress,2340,talk,rejected,not_eligible,0,0.0692,0.0460,0.0029,0.5206,0.0040,0.6426,165,10.1729
node-local,stress,2341,look,accepted,observed,0,0.0623,0.0356,0.0028,0.4910,0.0038,0.5955,161,10.1910
node-local,stress,2342,move,accepted,moved,1,0.0524,0.0387,0.0035,0.5676,0.0057,0.6678,187,10.6012
node-local,stress,2343,move,accepted,moved,1,0.0685,0.0408,0.0032,0.5220,0.0040,0.6385,191,10.1924
node-local,stress,2344,move,accepted,moved,1,0.0532,0.0377,0.0029,0.5325,0.0045,0.6308,189,10.5998
node-local,stress,2345,look,accepted,observed,0,0.0686,0.0366,0.0026,0.5160,0.0035,0.6273,161,10.2376
node-local,stress,2346,move,accepted,moved,1,0.0676,0.0478,0.0029,0.5040,0.0041,0.6265,191,10.3020
node-local,stress,2347,look,accepted,observed,0,0.0574,0.0400,0.0027,0.5953,0.0057,0.7011,161,10.7759
node-local,stress,2348,look,accepted,observed,0,0.0757,0.0408,0.0025,0.5266,0.0047,0.6503,161,10.2239
node-local,stress,2349,activate,rejected,not_eligible,0,0.0590,0.0438,0.0027,0.4893,0.0041,0.5988,165,10.3295
node-local,stress,2350,choose,rejected,stale_view,0,0.0731,0.0397,0.0028,0.5387,0.0041,0.6584,163,10.9788
node-local,stress,2351,look,accepted,observed,0,0.0869,0.0501,0.0033,0.6294,0.0054,0.7750,161,10.1472
node-local,stress,2352,look,accepted,observed,0,0.0739,0.0462,0.0031,0.5601,0.0049,0.6882,161,10.6145
node-local,stress,2353,choose,rejected,invalid_choice,0,0.0649,0.0567,0.0030,0.6150,0.0052,0.7448,167,10.1731
node-local,stress,2354,move,accepted,moved,1,0.0841,0.0538,0.0043,0.5455,0.0054,0.6931,189,10.2541
node-local,stress,2355,wait,rejected,invalid_time,0,0.0780,0.0475,0.0027,0.5089,0.0037,0.6407,165,10.5998
node-local,stress,2356,look,accepted,observed,0,0.0629,0.0378,0.0025,0.4535,0.0038,0.5605,161,10.2240
node-local,stress,2357,move,accepted,moved,1,0.0677,0.0401,0.0033,0.5199,0.0046,0.6356,191,10.5448
node-local,stress,2358,wait,rejected,invalid_time,0,0.0581,0.0348,0.0025,0.4946,0.0028,0.5927,165,10.1686
node-local,stress,2359,look,accepted,observed,0,0.0598,0.0426,0.0026,0.5111,0.0042,0.6202,161,10.2170
node-local,stress,2360,look,accepted,observed,0,0.0641,0.0392,0.0025,0.4817,0.0037,0.5912,161,10.6197
node-local,stress,2361,look,accepted,observed,0,0.0606,0.0338,0.0026,0.4967,0.0034,0.5971,161,10.0669
node-local,stress,2362,wait,accepted,waited,1,0.0678,0.0447,0.0030,0.6204,0.0080,0.7438,201,10.2053
node-local,stress,2363,talk,rejected,not_eligible,0,0.0766,0.0533,0.0033,0.5060,0.0044,0.6436,165,10.5055
node-local,stress,2364,drop,replayed,dropped,0,0.1091,0.0254,0.0003,0.0002,0.0021,0.1370,0,10.1301
node-local,stress,2365,look,accepted,observed,0,0.0621,0.0436,0.0027,0.6554,0.0068,0.7705,161,10.5840
node-local,stress,2366,look,accepted,observed,0,0.0747,0.0485,0.0034,0.6107,0.0044,0.7417,161,10.1069
node-local,stress,2367,move,accepted,moved,1,0.0679,0.0458,0.0040,0.5424,0.0060,0.6660,187,10.1811
node-local,stress,2368,take,rejected,not_present,0,0.0762,0.0408,0.0026,0.5232,0.0038,0.6467,164,10.5293
node-local,stress,2369,look,accepted,observed,0,0.0778,0.0450,0.0026,0.5334,0.0044,0.6632,161,10.1026
node-local,stress,2370,look,accepted,observed,0,0.0688,0.0427,0.0026,0.5207,0.0038,0.6387,161,10.5020
node-local,stress,2371,choose,rejected,stale_view,0,0.0573,0.0303,0.0022,0.4893,0.0027,0.5818,163,10.0514
node-local,stress,2372,take,replayed,not_present,0,0.0970,0.0239,0.0002,0.0002,0.0022,0.1234,0,10.0812
node-local,stress,2373,look,accepted,observed,0,0.0510,0.0391,0.0026,0.5364,0.0057,0.6348,161,10.5926
node-local,stress,2374,talk,rejected,not_eligible,0,0.0642,0.0420,0.0025,0.5225,0.0057,0.6369,165,10.2080
node-local,stress,2375,move,accepted,moved,1,0.0684,0.0512,0.0042,0.6572,0.0066,0.7875,191,10.2644
node-local,stress,2376,wait,rejected,invalid_time,0,0.0710,0.0516,0.0030,0.5098,0.0076,0.6431,165,10.6160
node-local,stress,2377,take,rejected,not_present,0,0.0683,0.0453,0.0026,0.5565,0.0038,0.6765,164,10.2026
node-local,stress,2378,look,accepted,observed,0,0.0688,0.0399,0.0030,0.5246,0.0038,0.6401,161,10.5197
node-local,stress,2379,talk,rejected,not_eligible,0,0.0662,0.0395,0.0026,0.5423,0.0035,0.6542,165,10.1505
node-local,stress,2380,look,accepted,observed,0,0.0690,0.0372,0.0027,0.5448,0.0076,0.6612,161,10.1794
node-local,stress,2381,move,rejected,exit_unavailable,0,0.0725,0.0442,0.0024,0.5187,0.0045,0.6424,169,10.5756
node-local,stress,2382,move,accepted,moved,1,0.0690,0.0424,0.0033,0.5412,0.0044,0.6603,187,10.1002
node-local,stress,2383,choose,rejected,stale_view,0,0.0662,0.0373,0.0023,0.5436,0.0033,0.6527,163,10.1154
node-local,stress,2384,move,accepted,moved,1,0.0569,0.0417,0.0030,0.6098,0.0055,0.7170,189,10.5801
node-local,stress,2385,choose,rejected,invalid_choice,0,0.0767,0.0481,0.0026,0.5551,0.0049,0.6874,167,10.2788
node-local,stress,2386,wait,rejected,invalid_time,0,0.0588,0.0403,0.0026,0.5028,0.0040,0.6086,165,10.4915
node-local,stress,2387,talk,rejected,not_eligible,0,0.0737,0.0485,0.0030,0.5552,0.0040,0.6844,165,10.1730
node-local,stress,2388,wait,rejected,invalid_time,0,0.0706,0.0431,0.0024,0.4677,0.0042,0.5880,165,10.2052
node-local,stress,2389,look,accepted,observed,0,0.0671,0.0340,0.0024,0.5052,0.0038,0.6125,161,10.5279
node-local,stress,2390,choose,rejected,invalid_choice,0,0.0717,0.0435,0.0026,0.5023,0.0041,0.6242,167,10.1567
node-local,stress,2391,look,accepted,observed,0,0.0587,0.0387,0.0024,0.4604,0.0060,0.5663,161,10.4973
node-local,stress,2392,look,accepted,observed,0,0.0655,0.0309,0.0022,0.4578,0.0030,0.5595,161,10.1630
node-local,stress,2393,activate,rejected,not_eligible,0,0.0675,0.0413,0.0026,0.5274,0.0036,0.6424,165,10.2843
node-local,stress,2394,wait,rejected,invalid_time,0,0.0567,0.0436,0.0025,0.4925,0.0037,0.5990,165,10.6411
node-local,stress,2395,talk,rejected,not_eligible,0,0.0632,0.0410,0.0025,0.4733,0.0035,0.5835,165,10.2021
node-local,stress,2396,look,accepted,observed,0,0.0586,0.0407,0.0025,0.5363,0.0037,0.6419,161,10.4090
node-local,stress,2397,move,accepted,moved,1,0.0703,0.0480,0.0033,0.6014,0.0068,0.7298,187,10.5169
node-local,stress,2398,move,accepted,moved,1,0.0693,0.0508,0.0038,0.6841,0.0060,0.8140,191,10.1732
node-local,stress,2399,choose,rejected,stale_view,0,0.0822,0.0442,0.0026,0.5804,0.0050,0.7144,163,10.5176
node-local,stress,2400,move,accepted,moved,1,0.0642,0.0423,0.0028,0.5200,0.0040,0.6334,187,10.1576
node-local,stress,2401,move,accepted,moved,1,0.0590,0.0391,0.0030,0.5346,0.0045,0.6401,189,10.1202
node-local,stress,2402,move,rejected,exit_unavailable,0,0.0672,0.0395,0.0025,0.5769,0.0055,0.6915,169,10.5198
node-local,stress,2403,take,rejected,not_present,0,0.0727,0.0494,0.0030,0.5494,0.0051,0.6797,164,10.1519
node-local,stress,2404,move,accepted,moved,1,0.0665,0.0498,0.0035,0.5700,0.0052,0.6950,187,10.5053
node-local,stress,2405,talk,rejected,not_eligible,0,0.0637,0.0384,0.0026,0.5137,0.0034,0.6218,165,10.2075
node-local,stress,2406,move,accepted,moved,1,0.0665,0.0439,0.0027,0.5145,0.0046,0.6322,189,10.2283
node-local,stress,2407,look,accepted,observed,0,0.0586,0.0420,0.0026,0.5989,0.0059,0.7081,161,10.5430
node-local,stress,2408,look,accepted,observed,0,0.0712,0.0423,0.0025,0.5052,0.0047,0.6260,161,10.1530
node-local,stress,2409,move,accepted,moved,1,0.0744,0.0398,0.0035,0.5278,0.0044,0.6498,187,10.1010
node-local,stress,2410,move,accepted,moved,1,0.0681,0.0416,0.0032,0.5245,0.0048,0.6422,189,10.4416
node-local,stress,2411,move,accepted,moved,1,0.0754,0.0423,0.0030,0.6351,0.0065,0.7622,187,10.1468
node-local,stress,2412,move,accepted,moved,1,0.0715,0.0461,0.0031,0.6015,0.0051,0.7273,191,10.4646
node-local,stress,2413,talk,rejected,not_eligible,0,0.0701,0.0379,0.0027,0.4968,0.0037,0.6112,165,10.1619
node-local,stress,2414,look,accepted,observed,0,0.0629,0.0381,0.0026,0.5120,0.0038,0.6195,161,10.1304
node-local,stress,2415,talk,rejected,not_eligible,0,0.0692,0.0434,0.0026,0.4901,0.0035,0.6087,165,10.5703
node-local,stress,2416,take,rejected,not_present,0,0.0757,0.0503,0.0030,0.6147,0.0076,0.7513,164,10.4635
node-local,stress,2417,move,rejected,exit_unavailable,0,0.0643,0.0410,0.0023,0.5058,0.0051,0.6186,169,10.2653
node-local,stress,2418,talk,rejected,not_eligible,0,0.0744,0.0478,0.0027,0.4997,0.0039,0.6285,165,10.5048
node-local,stress,2419,take,rejected,not_present,0,0.0597,0.0418,0.0025,0.5359,0.0039,0.6437,164,10.1456
node-local,stress,2420,look,accepted,observed,0,0.0616,0.0410,0.0026,0.5815,0.0089,0.6957,161,10.4711
node-local,stress,2421,move,accepted,moved,1,0.0695,0.0410,0.0037,0.6085,0.0057,0.7284,187,10.1243
node-local,stress,2422,look,accepted,observed,0,0.0791,0.0410,0.0026,0.5142,0.0048,0.6416,161,10.1344
node-local,stress,2423,look,accepted,observed,0,0.0725,0.0385,0.0025,0.4995,0.0040,0.6168,161,10.6762
node-local,stress,2424,move,rejected,exit_unavailable,0,0.0695,0.0535,0.0055,0.5931,0.0061,0.7278,169,10.2285
node-local,stress,2425,look,accepted,observed,0,0.0703,0.0411,0.0026,0.5570,0.0051,0.6760,161,10.6675
node-local,stress,2426,take,rejected,not_present,0,0.0656,0.0373,0.0025,0.5684,0.0040,0.6776,164,10.1810
node-local,stress,2427,look,accepted,observed,0,0.0757,0.0436,0.0027,0.5298,0.0045,0.6563,161,10.2150
node-local,stress,2428,move,accepted,moved,1,0.0627,0.0428,0.0032,0.5408,0.0053,0.6548,189,10.5873
node-local,stress,2429,move,rejected,exit_unavailable,0,0.0677,0.0445,0.0026,0.4762,0.0052,0.5962,169,10.2473
node-local,stress,2430,move,accepted,moved,1,0.0622,0.0393,0.0033,0.4993,0.0045,0.6086,187,10.2370
node-local,stress,2431,activate,rejected,not_eligible,0,0.0633,0.0402,0.0026,0.5549,0.0057,0.6667,165,10.5752
node-local,stress,2432,look,accepted,observed,0,0.0747,0.0496,0.0035,0.5217,0.0042,0.6537,161,10.1812
node-local,stress,2433,look,accepted,observed,0,0.0661,0.0376,0.0024,0.5070,0.0039,0.6169,161,10.5142
node-local,stress,2434,look,accepted,observed,0,0.0689,0.0366,0.0024,0.5106,0.0032,0.6218,161,10.1388
node-local,stress,2435,move,accepted,moved,1,0.0558,0.0396,0.0035,0.5217,0.0055,0.6261,191,10.1690
node-local,stress,2436,move,accepted,moved,1,0.0678,0.0421,0.0030,0.5246,0.0049,0.6423,187,10.6657
node-local,stress,2437,look,accepted,observed,0,0.0637,0.0433,0.0026,0.5263,0.0049,0.6408,161,10.2980
node-local,stress,2438,take,replayed,not_present,0,0.1168,0.0285,0.0003,0.0001,0.0026,0.1483,0,10.6079
node-local,stress,2439,move,accepted,moved,1,0.0632,0.0463,0.0035,0.6329,0.0063,0.7522,189,10.2014
node-local,stress,2440,move,accepted,moved,1,0.0988,0.0575,0.0039,0.6049,0.0058,0.7710,187,10.1658
node-local,stress,2441,choose,rejected,invalid_choice,0,0.0707,0.0471,0.0034,0.5727,0.0048,0.6988,167,10.9532
node-local,stress,2442,move,accepted,moved,1,0.0804,0.0498,0.0046,0.6444,0.0052,0.7844,189,10.0869
node-local,stress,2443,look,accepted,observed,0,0.0628,0.0369,0.0028,0.5000,0.0038,0.6064,161,10.2891
node-local,stress,2444,look,accepted,observed,0,0.0610,0.0364,0.0028,0.4735,0.0040,0.5778,161,10.5077
node-local,stress,2445,take,replayed,not_present,0,0.1047,0.0236,0.0001,0.0002,0.0021,0.1308,0,10.1308
node-local,stress,2446,take,rejected,not_present,0,0.0653,0.0420,0.0024,0.5568,0.0077,0.6742,164,10.5427
node-local,stress,2447,talk,rejected,not_eligible,0,0.0789,0.0442,0.0032,0.5914,0.0045,0.7223,165,10.2963
node-local,stress,2448,close_choice,rejected,invalid_choice,0,0.0800,0.0479,0.0030,0.5535,0.0046,0.6890,167,10.1629
node-local,stress,2449,move,accepted,moved,1,0.0675,0.0455,0.0039,0.6051,0.0076,0.7296,187,10.5817
node-local,stress,2450,move,accepted,moved,1,0.0763,0.0474,0.0032,0.5397,0.0050,0.6716,191,10.1688
node-local,stress,2451,talk,rejected,not_eligible,0,0.0722,0.0439,0.0029,0.5429,0.0052,0.6671,165,10.1716
node-local,stress,2452,choose,rejected,stale_view,0,0.0641,0.0449,0.0023,0.5268,0.0048,0.6430,163,10.5988
node-local,stress,2453,activate,rejected,not_eligible,0,0.0599,0.0406,0.0029,0.4745,0.0050,0.5830,165,10.1560
node-local,stress,2454,move,accepted,moved,1,0.0635,0.0488,0.0031,0.5249,0.0072,0.6475,187,10.5177
node-local,stress,2455,move,accepted,moved,1,0.0677,0.0419,0.0031,0.5341,0.0060,0.6528,189,10.1162
node-local,stress,2456,wait,rejected,invalid_time,0,0.0826,0.0522,0.0031,0.5515,0.0047,0.6940,165,10.2127
node-local,stress,2457,talk,rejected,not_eligible,0,0.0675,0.0464,0.0032,0.5173,0.0049,0.6393,165,10.5729
node-local,stress,2458,move,accepted,moved,1,0.0879,0.0507,0.0033,0.5115,0.0051,0.6585,187,10.1715
node-local,stress,2459,look,accepted,observed,0,0.0678,0.0408,0.0025,0.5701,0.0067,0.6881,161,10.5755
node-local,stress,2460,look,accepted,observed,0,0.0809,0.0443,0.0029,0.5287,0.0036,0.6604,161,10.0918
node-local,stress,2461,move,accepted,moved,1,0.0654,0.0420,0.0028,0.4993,0.0047,0.6143,189,10.1335
node-local,stress,2462,look,accepted,observed,0,0.0680,0.0364,0.0026,0.4964,0.0037,0.6071,161,10.5138
node-local,stress,2463,move,accepted,moved,1,0.0687,0.0419,0.0029,0.5019,0.0042,0.6195,187,10.1839
node-local,stress,2464,take,rejected,not_present,0,0.0637,0.0383,0.0027,0.5290,0.0043,0.6380,164,10.1199
node-local,stress,2465,choose,rejected,invalid_choice,0,0.0655,0.0426,0.0025,0.5115,0.0041,0.6263,167,10.4617
node-local,stress,2466,move,accepted,moved,1,0.0595,0.0407,0.0032,0.4957,0.0047,0.6037,189,10.1207
node-local,stress,2467,move,accepted,moved,1,0.0689,0.0405,0.0030,0.5238,0.0045,0.6407,187,10.5963
node-local,stress,2468,take,rejected,not_present,0,0.0571,0.0343,0.0025,0.5610,0.0055,0.6605,164,10.1533
node-local,stress,2469,move,accepted,moved,1,0.0720,0.0477,0.0036,0.5036,0.0053,0.6323,189,10.2360
node-local,stress,2470,move,accepted,moved,1,0.0693,0.0387,0.0030,0.5064,0.0045,0.6218,187,10.5863
node-local,stress,2471,look,accepted,observed,0,0.0589,0.0359,0.0024,0.4638,0.0037,0.5648,161,10.1214
node-local,stress,2472,move,rejected,exit_unavailable,0,0.0591,0.0431,0.0024,0.5948,0.0052,0.7046,169,10.5242
node-local,stress,2473,look,accepted,observed,0,0.0669,0.0348,0.0021,0.5134,0.0028,0.6200,161,10.1199
node-local,stress,2474,activate,rejected,not_eligible,0,0.0609,0.0413,0.0027,0.5375,0.0042,0.6466,165,10.1870
node-local,stress,2475,look,accepted,observed,0,0.0552,0.0361,0.0025,0.4693,0.0040,0.5671,161,10.6012
node-local,stress,2476,look,accepted,observed,0,0.0601,0.0342,0.0023,0.5683,0.0050,0.6700,161,10.2897
node-local,stress,2477,move,accepted,moved,1,0.0602,0.0438,0.0041,0.4662,0.0052,0.5794,191,10.1500
node-local,stress,2478,look,accepted,observed,0,0.0652,0.0382,0.0026,0.5140,0.0040,0.6240,161,10.5438
node-local,stress,2479,move,accepted,moved,1,0.0588,0.0399,0.0029,0.4463,0.0046,0.5523,187,10.1863
node-local,stress,2480,take,rejected,not_present,0,0.0711,0.0372,0.0025,0.5451,0.0044,0.6603,164,10.5204
node-local,stress,2481,look,accepted,observed,0,0.0668,0.0349,0.0025,0.5009,0.0035,0.6085,161,10.1856
node-local,stress,2482,move,accepted,moved,1,0.0566,0.0378,0.0032,0.5166,0.0044,0.6187,189,10.3413
node-local,stress,2483,look,accepted,observed,0,0.0539,0.0334,0.0025,0.4428,0.0040,0.5366,161,10.5902
node-local,stress,2484,move,accepted,moved,1,0.0841,0.0515,0.0035,0.5324,0.0048,0.6762,187,10.2272
node-local,stress,2485,choose,rejected,invalid_choice,0,0.0636,0.0431,0.0026,0.5530,0.0061,0.6684,167,10.7095
node-local,stress,2486,look,accepted,observed,0,0.0695,0.0353,0.0025,0.5940,0.0037,0.7050,161,10.1448
node-local,stress,2487,move,accepted,moved,1,0.0737,0.0435,0.0033,0.5136,0.0052,0.6394,189,10.2542
node-local,stress,2488,move,rejected,exit_unavailable,0,0.0674,0.0422,0.0028,0.4960,0.0046,0.6130,169,10.5567
node-local,stress,2489,look,accepted,observed,0,0.0664,0.0403,0.0028,0.5047,0.0033,0.6176,161,10.1574
node-local,stress,2490,move,accepted,moved,1,0.0603,0.0389,0.0031,0.5214,0.0064,0.6300,187,10.3063
node-local,stress,2491,look,accepted,observed,0,0.0828,0.0430,0.0026,0.5331,0.0046,0.6661,161,10.5101
node-local,stress,2492,move,accepted,moved,1,0.0621,0.0425,0.0030,0.4546,0.0042,0.5665,191,10.1967
node-local,stress,2493,talk,rejected,not_eligible,0,0.0679,0.0401,0.0028,0.5095,0.0057,0.6260,165,10.5482
node-local,stress,2494,take,rejected,not_present,0,0.0639,0.0376,0.0024,0.5036,0.0032,0.6107,164,10.1218
node-local,stress,2495,look,accepted,observed,0,0.0589,0.0430,0.0026,0.5838,0.0050,0.6932,161,10.1880
node-local,stress,2496,move,accepted,moved,1,0.0761,0.0505,0.0031,0.5308,0.0073,0.6678,189,10.4545
node-local,stress,2497,wait,rejected,invalid_time,0,0.0580,0.0392,0.0025,0.5035,0.0037,0.6068,165,10.1469
node-local,stress,2498,look,accepted,observed,0,0.0563,0.0353,0.0026,0.4953,0.0036,0.5931,161,10.2600
node-local,stress,2499,choose,rejected,stale_view,0,0.0695,0.0370,0.0022,0.5017,0.0040,0.6145,163,10.6464
node-local,stress,2500,move,accepted,moved,1,0.0558,0.0381,0.0031,0.4447,0.0036,0.5453,191,10.1012
node-local,stress,2501,move,accepted,moved,1,0.0523,0.0382,0.0032,0.4635,0.0040,0.5611,187,10.5438
node-local,stress,2502,move,accepted,moved,1,0.0661,0.0402,0.0027,0.5194,0.0045,0.6330,191,10.2303
node-local,stress,2503,move,accepted,moved,1,0.0540,0.0376,0.0032,0.4503,0.0042,0.5493,189,10.2403
node-local,stress,2504,wait,rejected,invalid_time,0,0.0618,0.0423,0.0025,0.4844,0.0038,0.5947,165,10.5323
node-local,stress,2505,take,replayed,not_present,0,0.1005,0.0238,0.0003,0.0002,0.0019,0.1266,0,10.1627
node-local,stress,2506,look,accepted,observed,0,0.0562,0.0465,0.0025,0.6161,0.0054,0.7266,161,10.5010
node-local,stress,2507,look,accepted,observed,0,0.0661,0.0368,0.0025,0.5332,0.0039,0.6424,161,10.4011
node-local,stress,2508,move,accepted,moved,1,0.0855,0.0560,0.0046,0.5752,0.0059,0.7271,191,10.2364
node-local,stress,2509,move,accepted,moved,1,0.0680,0.0406,0.0032,0.4561,0.0043,0.5723,189,10.4682
node-local,stress,2510,take,accepted,taken,1,0.0591,0.0373,0.0031,0.5054,0.0048,0.6097,189,10.2811
node-local,stress,2511,look,accepted,observed,0,0.0652,0.0385,0.0025,0.5035,0.0041,0.6138,161,10.2167
node-local,stress,2512,look,accepted,observed,0,0.0664,0.0362,0.0023,0.5454,0.0051,0.6555,161,10.5100
node-local,stress,2513,look,accepted,observed,0,0.0687,0.0415,0.0026,0.4973,0.0041,0.6143,161,10.1423
node-local,stress,2514,look,accepted,observed,0,0.0544,0.0354,0.0025,0.4897,0.0040,0.5859,161,10.5607
node-local,stress,2515,wait,rejected,invalid_time,0,0.0665,0.0419,0.0025,0.5190,0.0036,0.6336,165,10.3680
node-local,stress,2516,look,accepted,observed,0,0.0578,0.0353,0.0023,0.5145,0.0041,0.6140,161,10.1036
node-local,stress,2517,wait,rejected,invalid_time,0,0.0603,0.0404,0.0024,0.5001,0.0043,0.6075,165,10.6055
node-local,stress,2518,look,accepted,observed,0,0.0585,0.0362,0.0026,0.4736,0.0039,0.5747,161,10.2428
node-local,stress,2519,look,accepted,observed,0,0.0528,0.0324,0.0025,0.4649,0.0040,0.5566,161,10.6091
node-local,stress,2520,wait,rejected,invalid_time,0,0.0689,0.0410,0.0027,0.4995,0.0032,0.6152,165,10.1592
node-local,stress,2521,choose,rejected,invalid_choice,0,0.0570,0.0415,0.0023,0.5340,0.0058,0.6405,167,10.1273
node-local,stress,2522,look,accepted,observed,0,0.0651,0.0404,0.0027,0.5215,0.0047,0.6344,161,10.5085
node-local,stress,2523,choose,rejected,invalid_choice,0,0.0643,0.0406,0.0026,0.4662,0.0039,0.5776,167,10.1487
node-local,stress,2524,move,rejected,exit_unavailable,0,0.0577,0.0391,0.0026,0.4777,0.0041,0.5812,169,10.4892
node-local,stress,2525,activate,rejected,not_eligible,0,0.0546,0.0383,0.0026,8.6010,0.0068,8.7032,165,10.7580
node-local,stress,2526,move,accepted,moved,1,0.0892,0.0548,0.0044,0.6671,0.0056,0.8211,191,10.6280
node-local,stress,2527,move,accepted,moved,1,0.0701,0.0454,0.0035,0.5981,0.0052,0.7223,187,10.6400
node-local,stress,2528,move,accepted,moved,1,0.0721,0.0470,0.0030,0.5802,0.0047,0.7071,189,10.1791
node-local,stress,2529,move,accepted,moved,1,0.0654,0.0425,0.0031,0.6219,0.0060,0.7389,187,10.1423
node-local,stress,2530,move,accepted,moved,1,0.0713,0.0467,0.0033,0.5104,0.0045,0.6362,189,10.6041
node-local,stress,2531,look,accepted,observed,0,0.0616,0.0392,0.0028,0.5240,0.0042,0.6318,161,10.3883
node-local,stress,2532,look,accepted,observed,0,0.0575,0.0336,0.0025,0.4993,0.0040,0.5970,161,10.2173
node-local,stress,2533,move,accepted,moved,1,0.0616,0.0391,0.0034,0.4788,0.0050,0.5879,187,10.6086
node-local,stress,2534,activate,rejected,not_eligible,0,0.0681,0.0369,0.0028,0.4702,0.0036,0.5816,165,10.1390
node-local,stress,2535,move,accepted,moved,1,0.0676,0.0434,0.0033,0.5057,0.0041,0.6241,189,10.4811
node-local,stress,2536,look,accepted,observed,0,0.0678,0.0363,0.0024,0.5096,0.0034,0.6195,161,10.1406
node-local,stress,2537,move,rejected,exit_unavailable,0,0.0699,0.0424,0.0027,0.5822,0.0069,0.7041,169,10.1250
node-local,stress,2538,look,accepted,observed,0,0.0844,0.0484,0.0032,0.5375,0.0045,0.6780,161,10.6871
node-local,stress,2539,look,accepted,observed,0,0.0565,0.0401,0.0026,0.4808,0.0052,0.5852,161,10.2105
node-local,stress,2540,look,accepted,observed,0,0.0723,0.0401,0.0025,0.4949,0.0037,0.6135,161,10.5875
node-local,stress,2541,activate,rejected,not_eligible,0,0.0611,0.0362,0.0022,0.4693,0.0031,0.5719,165,10.1946
node-local,stress,2542,talk,rejected,not_eligible,0,0.0671,0.0416,0.0029,0.5878,0.0058,0.7052,165,10.1095
node-local,stress,2543,look,accepted,observed,0,0.0688,0.0413,0.0025,0.5061,0.0045,0.6231,161,10.4980
node-local,stress,2544,wait,accepted,waited,1,0.0711,0.0440,0.0034,0.5313,0.0046,0.6544,185,10.1175
node-local,stress,2545,look,accepted,observed,0,0.0671,0.0397,0.0025,0.5089,0.0041,0.6224,161,10.1590
node-local,stress,2546,look,accepted,observed,0,0.0552,0.0352,0.0024,0.5584,0.0057,0.6569,161,10.5530
node-local,stress,2547,drop,accepted,dropped,1,0.0718,0.0459,0.0032,0.6002,0.0047,0.7257,196,10.2709
node-local,stress,2548,wait,rejected,invalid_time,0,0.0616,0.0479,0.0025,0.4976,0.0044,0.6140,165,10.5134
node-local,stress,2549,move,accepted,moved,1,0.0688,0.0437,0.0040,0.4773,0.0044,0.5981,187,10.1063
node-local,stress,2550,wait,rejected,invalid_time,0,0.0539,0.0386,0.0024,0.4500,0.0041,0.5490,165,10.1857
node-local,stress,2551,wait,rejected,invalid_time,0,0.0540,0.0395,0.0022,0.4625,0.0039,0.5622,165,10.5352
node-local,stress,2552,wait,rejected,invalid_time,0,0.0629,0.0375,0.0022,0.4819,0.0035,0.5880,165,10.1514
node-local,stress,2553,look,accepted,observed,0,0.0718,0.0382,0.0025,0.4888,0.0038,0.6050,161,10.5691
node-local,stress,2554,move,accepted,moved,1,0.0692,0.0431,0.0034,0.5521,0.0042,0.6720,189,10.1102
node-local,stress,2555,activate,rejected,not_eligible,0,0.0640,0.0378,0.0027,0.5976,0.0050,0.7072,165,10.1470
node-local,stress,2556,wait,rejected,invalid_time,0,0.0673,0.0372,0.0025,0.5461,0.0041,0.6572,165,10.4745
node-local,stress,2557,move,accepted,moved,1,0.0620,0.0387,0.0030,0.4903,0.0046,0.5985,187,10.1638
node-local,stress,2558,move,accepted,moved,1,0.0632,0.0408,0.0030,0.5228,0.0043,0.6340,191,10.2828
node-local,stress,2559,move,rejected,exit_unavailable,0,0.0686,0.0431,0.0026,0.5712,0.0042,0.6897,169,10.5558
node-local,stress,2560,look,accepted,observed,0,0.0536,0.0373,0.0027,0.4576,0.0040,0.5553,161,10.1375
node-local,stress,2561,look,accepted,observed,0,0.0697,0.0335,0.0025,0.4946,0.0033,0.6036,161,10.4928
node-local,stress,2562,look,accepted,observed,0,0.0565,0.0322,0.0026,0.5035,0.0033,0.5980,161,10.1837
